350
48 1000
24 44 138232
34 45 158251
47 26 87190
32 44 135267
40 5 140759
44 47 174989
47 5 116834
26 43 109493
7 26 132569
34 41 116084
4 2 112686
2 37 49805
27 44 157958
35 16 84204
2 36 90474
5 27 84911
27 34 97665
37 30 93973
33 28 172841
14 47 114612
42 37 73316
10 11 6499
29 26 85119
36 7 59761
16 46 96643
40 33 128957
39 20 93103
19 2 144427
42 10 105314
41 11 114480
19 11 132591
36 6 142339
4 17 150230
40 23 90228
37 12 92595
42 27 80734
18 24 133736
3 36 132643
1 13 97278
13 3 72893
32 9 109673
5 44 168749
5 34 127384
40 37 86611
31 9 100221
19 44 199460
17 20 150252
24 21 107164
13 23 89116
9 13 117735
36 20 107979
20 3 69829
19 39 168720
26 33 132117
13 10 38017
2 43 13761
1 20 117611
5 15 101921
25 3 90427
27 22 21224
14 27 45435
19 1 178178
37 5 81760
2 30 68692
30 20 125575
5 14 39476
16 38 121153
26 25 74996
4 42 98972
8 20 107999
12 16 57503
37 24 82897
10 19 126092
4 41 109534
39 13 105789
23 47 105243
9 8 63463
9 19 142268
12 27 100013
40 28 158321
8 32 59358
2 12 77192
4 21 89084
12 34 94020
35 42 118396
4 47 57637
16 32 44885
11 20 77231
45 35 155477
12 11 77986
13 35 51099
9 27 82107
15 16 91606
24 2 33973
42 32 76229
38 9 142747
45 24 93695
27 13 92917
9 14 127542
25 37 70541
5 46 136431
29 36 160426
25 16 28569
14 37 52853
7 44 137572
14 36 93102
29 13 128717
2 47 104909
47 16 85220
31 25 78746
3 21 106887
44 3 153186
31 14 115787
45 7 96559
40 24 99432
38 10 50031
30 18 129314
3 22 81550
18 13 92073
39 45 128830
46 40 60932
8 41 89332
34 23 99141
16 39 62262
34 31 115779
33 24 141680
37 27 7418
15 12 34103
44 22 136734
45 25 107980
7 9 112993
19 5 197462
47 11 63178
46 33 128188
19 45 204149
32 34 125231
45 32 112440
30 13 133039
39 40 106901
19 28 204985
3 2 117549
5 42 105086
16 45 79411
5 31 150821
31 39 98689
20 33 89822
36 27 120175
23 14 59432
41 29 156183
17 33 159909
21 32 98387
4 37 80517
2 26 123254
7 31 128181
43 20 43122
46 15 100041
42 44 151768
26 46 128402
46 18 111573
32 19 141848
25 30 116950
19 41 226414
46 7 113791
45 6 167333
37 16 41972
20 28 137188
2 42 23511
15 35 91320
16 10 71122
3 47 21803
18 10 89770
1 11 65760
43 12 63431
33 30 137689
25 29 118210
10 1 72259
13 45 167414
23 27 69413
46 8 82600
31 47 105870
9 33 43027
37 34 105083
36 12 71150
12 19 79778
21 47 85084
17 21 187310
44 4 174119
23 37 61995
21 15 110583
16 19 124738
2 38 132704
4 26 98098
47 7 114224
42 23 63223
8 40 86928
47 28 185214
44 2 128257
8 25 99374
13 31 74210
2 21 73191
30 36 159166
40 12 110616
38 3 97905
5 25 88750
24 25 82231
47 25 112230
43 5 90192
23 5 80204
25 12 28934
26 12 46062
24 6 117873
41 16 102471
11 29 97199
15 45 171017
1 25 111160
41 40 147110
14 8 81686
17 47 136199
1 15 124883
26 34 122664
39 36 133047
3 23 98973
20 42 80394
5 28 168206
38 29 146313
24 12 111165
24 42 57484
31 24 96496
33 31 57194
22 38 96705
38 13 88048
31 38 86224
39 35 93852
33 4 34019
45 21 132913
8 33 87616
4 39 100807
34 20 62353
16 44 108568
28 43 94066
47 29 160377
35 38 36949
11 26 100100
5 41 142259
29 17 162804
41 1 171342
32 15 95195
30 42 92203
26 16 103565
16 3 107023
44 29 102253
2 16 19689
25 11 49052
28 4 183661
30 39 114263
32 27 37943
18 43 86002
2 7 36837
11 2 76174
33 13 131404
45 41 145953
40 47 95808
40 29 129829
5 17 181150
14 16 72296
47 24 129980
44 38 168341
34 15 87641
3 29 138574
15 11 71739
7 12 86507
12 29 131181
40 15 104369
14 22 66358
2 39 70095
12 8 121428
13 34 133293
31 18 125963
19 31 162285
46 47 91480
28 8 142891
15 37 88398
31 29 132475
35 9 105798
24 22 69091
39 47 93097
11 14 73095
13 41 145998
31 37 78399
18 8 125461
28 6 172851
38 28 128924
43 9 89917
3 19 97426
47 32 86634
6 38 107601
39 26 118582
26 19 125840
14 4 118534
33 11 99886
22 23 48189
29 10 96282
24 1 132562
10 37 60480
31 11 42692
45 30 128414
47 6 31499
38 18 139801
16 42 43200
20 16 37194
20 2 56883
25 2 48258
35 41 134061
21 23 73525
16 30 88381
4 38 133739
1 30 165478
7 6 117913
30 24 34719
1 16 134101
39 29 124558
22 47 103353
4 25 121566
42 25 71769
22 31 82867
46 39 102573
17 12 138009
46 10 34801
25 38 92584
21 22 81668
23 12 37480
25 15 63037
33 12 131197
39 5 87795
19 23 117258
8 43 64877
1 35 85341
7 4 122001
25 41 131040
27 18 102967
32 22 16719
13 5 139647
35 33 106469
13 42 130333
46 23 85900
45 23 99434
40 4 94938
34 24 113823
21 38 170819
11 39 74271
43 16 5928
21 44 162070
10 41 120979
44 9 183127
1 12 140094
24 8 102001
10 44 118310
33 45 167323
22 41 74305
20 38 133761
15 33 97094
31 10 36193
20 5 68808
28 37 114058
6 40 83701
32 35 43037
2 5 92083
15 42 134806
47 1 119445
32 23 64908
20 7 66198
19 14 159598
4 16 92997
10 34 108274
36 41 173256
22 7 45314
44 13 143329
4 5 120834
33 37 58783
43 30 82453
23 18 60051
38 14 129625
1 23 119706
35 44 131392
17 40 105651
12 38 121518
22 29 90462
14 13 104613
27 4 73099
9 24 115764
28 25 128563
24 10 60303
6 26 75083
4 8 54455
35 3 60956
41 7 119619
8 13 85816
20 13 104305
42 14 76118
23 31 87292
9 4 9008
43 7 23076
3 32 64831
29 28 94868
30 7 105529
5 3 132285
18 29 108610
34 18 99173
6 11 51071
1 43 128173
25 18 51505
3 17 114396
1 2 141934
26 28 179987
25 17 109075
41 33 119282
29 45 129674
12 10 71487
26 10 106599
46 43 90715
18 37 99930
44 1 112311
29 2 69952
41 20 139665
41 24 120204
46 12 106288
43 4 98925
22 35 59756
35 27 80980
21 10 120788
17 18 156292
5 32 84673
28 2 80305
37 22 13806
30 38 145053
32 6 74527
39 37 20290
2 15 111295
13 11 31518
39 8 49123
35 5 127710
42 33 132099
27 2 57223
36 18 93721
23 36 50762
31 40 75322
21 1 138243
42 39 93606
44 39 170830
29 8 133101
43 24 47734
10 39 80770
15 38 128269
13 24 98320
40 30 134151
37 38 110511
43 37 36044
18 9 83615
33 34 58585
8 44 166109
21 8 105168
35 14 92676
22 25 56735
43 25 34497
10 23 51099
13 16 99859
37 6 58793
35 6 70652
41 26 158791
1 17 138781
46 42 127117
43 21 59430
34 17 174796
7 1 128705
33 39 79073
17 24 126825
38 1 122290
20 18 111725
29 7 106789
6 29 148270
17 19 59570
1 14 138855
35 19 113010
29 30 70698
33 16 100755
34 29 85678
29 46 125501
9 29 101236
40 27 94029
37 32 30525
36 44 132964
37 7 59120
13 7 117007
7 35 105070
5 10 114628
29 32 73743
33 10 93387
11 8 54298
14 17 146116
11 40 32630
43 14 66368
41 14 113352
46 25 77354
32 14 49639
32 41 91024
31 32 66148
3 14 92809
1 46 94062
8 47 61762
40 19 165221
45 22 95721
3 39 71294
8 10 60797
3 4 35834
27 30 86555
17 45 208917
13 32 54974
42 26 146765
41 43 96543
4 45 172408
16 23 20023
6 15 40060
44 6 162882
10 15 78238
38 41 171010
17 37 127002
3 15 30364
9 46 114519
1 37 119741
42 36 113985
45 36 150196
6 14 96810
46 20 105533
24 11 66802
12 45 136914
43 34 105475
36 47 154446
36 33 111257
25 9 112558
34 19 157826
29 35 109364
3 11 41375
41 6 119292
5 29 158416
19 47 119229
2 17 149195
41 3 128988
43 22 22238
12 31 107680
9 3 44842
45 8 127750
38 33 143418
12 47 86270
40 25 81682
26 45 182976
11 21 114289
47 13 56279
18 15 11532
17 43 135434
32 39 50815
18 39 113190
27 46 89701
9 21 80076
39 34 125373
24 36 124447
6 33 79549
31 21 147843
39 38 130801
22 11 40175
10 28 119192
7 19 153742
32 10 29955
9 20 46795
33 7 117903
5 30 160775
6 23 108669
40 14 105725
13 22 71693
33 32 89308
36 22 98951
19 46 160893
41 15 148897
12 21 111005
7 39 79410
8 1 116263
17 42 171836
17 36 151291
15 36 105253
3 40 74005
12 5 117684
46 38 84832
43 38 118943
35 10 13082
47 33 91656
39 6 79083
27 47 82874
8 6 87626
21 35 133870
28 17 145415
12 32 62070
46 6 79373
30 9 94662
41 42 62720
22 10 46674
2 8 68028
4 18 74607
18 14 73977
23 24 73685
34 2 98529
41 47 150791
11 42 98815
42 29 93463
35 30 108104
1 32 89216
34 46 130077
1 39 140031
2 23 39712
26 15 35023
11 23 57598
29 21 143143
11 38 56530
45 9 163400
5 18 113453
23 20 57217
30 3 139504
35 18 102852
4 11 77209
20 21 37058
27 41 67917
15 7 120610
9 37 89525
26 18 23491
20 10 83730
5 7 113268
4 46 105511
7 23 49027
28 27 121476
17 11 73021
32 26 108132
13 19 164109
43 33 94827
22 2 35999
25 20 65763
12 44 119682
21 18 99051
31 45 178588
33 29 144263
40 20 109861
26 44 165744
19 27 158497
6 25 100123
38 47 119708
27 45 115958
18 44 142253
16 9 83989
42 8 44517
18 1 136415
36 11 91268
1 33 95827
32 4 100665
13 28 157209
46 11 28302
30 22 103810
35 23 64181
36 35 97851
38 17 16491
24 26 121098
27 39 27708
14 46 101397
41 12 153094
22 6 72599
39 9 109815
39 24 103187
17 31 102715
32 18 84641
28 1 191451
11 7 85489
21 41 136056
7 8 87953
16 34 99547
43 31 105105
20 29 126835
19 25 108712
9 28 174653
40 13 64148
29 14 122559
26 8 127125
6 12 74163
3 42 128082
17 8 127319
21 6 103969
8 38 110828
19 30 213119
4 15 63075
38 7 142019
11 9 86217
47 10 69677
6 18 51592
16 21 53502
32 17 96477
15 39 101658
11 37 53981
3 37 68489
39 43 56334
47 9 66645
39 25 90831
27 31 70981
39 41 80789
35 2 95755
41 23 122494
32 38 79986
45 37 108540
1 31 108452
13 4 108727
28 46 153993
20 32 82079
27 43 43462
14 45 112329
4 23 113020
21 40 146919
32 36 114724
21 34 95634
1 34 86374
30 14 121299
28 35 132274
13 21 141363
28 21 153496
10 43 68912
35 37 73562
24 32 52372
12 18 22571
10 9 92716
16 7 29004
7 24 70810
38 23 101130
22 5 67954
42 6 132109
41 18 160429
11 27 61399
31 4 91213
25 36 42216
47 45 164631
14 10 79594
33 25 129324
44 43 114496
8 27 36251
20 31 119923
30 119
9 10 75120
9 8 69888
23 7 119325
23 10 177039
10 26 116146
6 11 208469
18 3 204184
29 15 282488
25 24 96058
29 20 289656
4 7 333212
13 5 79647
13 20 95628
29 19 278047
14 7 246771
28 21 229384
3 28 187106
20 15 212304
29 25 269467
2 21 302325
19 10 173247
6 12 10370
26 4 223209
8 4 252071
27 21 225400
25 28 94928
20 5 60623
18 14 156107
25 21 243342
16 24 178886
10 11 277368
29 7 325210
4 15 358618
4 10 339355
9 22 136000
18 10 144754
24 1 177887
24 15 251107
15 13 170512
21 16 231688
18 25 54443
17 26 107462
9 11 202248
15 3 376362
8 27 128129
26 20 68710
2 4 452202
30 10 249012
6 23 50972
16 15 214967
20 24 119055
16 20 140083
2 1 336693
3 9 273794
12 23 61342
10 3 318845
30 25 323161
30 21 380795
15 9 102568
22 18 66390
7 24 230563
17 19 163716
5 15 215977
4 24 330722
9 2 270019
5 2 204554
7 1 252488
15 26 143594
6 4 270456
30 29 144216
24 21 267828
28 10 185215
8 19 28239
20 6 58789
1 14 266624
9 24 148539
14 9 168549
17 11 244457
30 9 281160
3 6 222847
12 9 98643
13 7 146166
17 24 214975
11 7 214546
14 24 235036
2 16 300366
12 18 29033
24 29 293953
7 21 279583
18 13 55502
24 8 136375
14 10 243669
6 28 59148
11 23 222115
6 29 233687
24 6 60266
26 23 60893
4 5 266693
19 28 116390
24 2 279338
16 28 140442
2 26 228993
29 1 116066
29 8 249808
20 25 94569
22 1 165348
2 3 189389
29 5 258691
15 8 172456
5 19 71760
2 22 266799
12 24 70636
1 15 282695
20 22 106516
2 28 159924
17 13 134380
14 21 234002
1 13 166019
11 1 248032
44 109
29 33 249449
33 35 188417
41 22 197970
41 36 220043
40 17 253599
27 4 301789
41 30 287191
8 29 382797
31 24 97804
27 15 242778
13 39 304136
26 36 175820
38 7 347215
7 31 362465
25 16 344101
11 19 327863
29 17 248250
41 3 300307
13 23 432189
39 6 350911
5 21 187117
20 5 117703
27 14 30665
40 29 311871
2 12 407824
3 7 363123
14 5 139160
5 8 238100
13 22 374579
36 21 220251
34 36 204453
22 12 182015
40 37 331523
4 18 511257
10 11 395821
6 31 253408
39 34 258894
13 43 497491
23 22 282487
20 21 79340
39 40 246559
30 35 330213
28 16 248830
26 14 131124
35 42 171079
33 28 48620
16 14 168589
15 1 305568
2 25 372379
5 28 21210
4 11 534113
44 42 457219
6 29 406011
40 43 326211
32 2 261863
34 33 267047
25 12 220862
22 6 386398
21 30 329819
10 15 129264
33 6 367054
22 25 184771
8 27 129605
31 32 130201
12 31 153694
20 37 177218
36 1 208015
8 7 360518
13 36 389923
5 44 379933
18 31 386627
28 24 118551
40 32 289469
16 35 296012
30 5 142702
18 11 22856
40 23 460195
23 35 375698
24 19 156739
36 29 177831
34 6 432633
40 19 253304
35 13 421029
43 28 187690
14 21 326277
27 31 221235
28 39 31443
39 8 282960
43 25 99775
27 11 482266
11 21 326194
29 19 239017
13 31 346258
30 9 458531
35 17 170418
2 15 361628
32 30 156500
27 34 279814
38 44 440143
17 8 446487
26 28 230164
27 36 75361
31 34 179225
33 1 303186
11 35 471710
21 26 383255
3 25 67826
43 39 219133
36 20 150837
40 405
33 36 164471
26 32 88128
38 8 85140
2 6 150527
23 36 32179
40 18 94141
7 2 169818
37 8 69850
29 30 32660
27 12 88404
6 4 96142
38 20 104415
36 4 74708
38 31 90192
3 22 214946
17 16 96990
16 14 104282
26 2 125988
34 24 91217
8 7 66116
32 34 19368
31 26 141627
3 1 156009
22 30 79517
9 13 47598
22 21 199939
2 35 287025
5 29 83394
23 1 79979
25 34 140279
5 20 118440
36 15 89147
34 40 51187
34 4 32113
1 17 85918
39 11 254133
33 6 187359
32 6 121750
37 21 150765
18 7 171583
15 34 105517
6 28 219798
12 21 159813
4 11 136756
9 11 133327
39 29 136447
15 1 93687
38 2 188842
34 13 36634
11 15 210160
39 40 166305
14 26 65755
4 18 73613
11 2 276899
1 9 9974
5 28 175117
39 27 184934
19 39 153158
22 37 95235
36 18 130346
3 6 221557
7 5 159340
3 16 216421
1 19 13926
6 39 243373
5 39 200221
38 16 94837
11 34 104643
19 3 149987
22 18 134598
1 13 57572
28 31 211544
32 12 76309
10 33 169517
33 15 189311
28 23 148210
25 19 133491
5 37 84060
32 2 169544
19 21 127076
16 36 26339
36 32 94991
3 11 239714
40 6 116670
40 10 98828
10 20 62556
30 16 100320
36 14 77943
10 3 92218
8 3 174732
21 27 81992
22 1 78885
21 24 184722
18 23 98167
20 21 185145
24 1 57858
10 32 77455
35 6 313104
40 3 174489
19 20 102745
37 39 138764
38 27 86402
37 14 34305
27 28 159830
5 17 119055
30 26 61793
21 35 204094
35 40 236036
3 24 121996
14 27 42392
34 12 79021
22 25 206354
37 7 135966
12 3 178702
34 19 24732
35 3 215995
16 12 50346
39 14 150466
27 22 117947
32 11 124011
5 11 189746
30 18 74340
4 10 79754
4 22 80244
9 8 47774
14 3 158650
20 34 87829
20 7 204689
29 37 2317
3 30 154688
19 24 71784
24 8 111614
23 3 178515
10 35 156258
7 9 113890
17 28 189721
36 29 88666
1 34 38658
24 37 80491
17 24 143776
7 38 148154
14 10 82989
3 38 151657
40 33 110291
3 32 128353
34 27 69816
13 24 101765
31 21 232507
34 14 35348
23 7 111835
39 12 196478
33 4 91217
24 11 195860
16 6 193462
6 10 174959
1 29 33981
16 22 177498
8 33 129997
26 18 104115
17 14 61376
26 10 74665
37 25 146178
18 29 41680
3 34 135071
6 19 103523
8 30 39507
16 4 101047
36 28 180389
17 27 103768
14 2 147171
7 31 185457
31 32 126146
32 21 146757
31 22 204373
12 23 56186
14 8 43469
27 5 15287
7 16 105995
28 11 209409
12 33 140464
19 4 7381
17 8 104845
4 14 4689
1 6 117449
17 40 45537
14 12 53936
8 4 40234
31 12 129808
35 23 277399
34 22 97595
40 27 58231
15 12 65140
18 33 164830
11 10 188816
1 4 21307
10 22 158544
5 2 196926
18 39 177231
35 12 242742
38 4 48699
16 21 192078
21 9 131028
16 31 79462
38 11 121229
20 9 98793
13 2 186810
6 20 178615
31 30 138164
15 39 228025
33 23 171101
37 28 94040
10 13 94721
23 30 80611
11 16 213887
17 25 178524
12 30 49974
15 21 143933
28 32 98048
38 14 51934
36 19 78296
29 32 6325
35 13 250979
30 27 38430
18 8 113461
28 30 124383
21 2 253048
16 28 206728
4 23 81338
33 27 128920
5 26 113331
4 15 101098
39 10 206681
25 2 193371
29 6 128075
24 23 134661
31 39 232263
34 29 13043
40 31 157965
30 17 65338
8 13 83108
31 17 176452
6 17 162207
22 6 176386
9 4 11333
31 33 228654
34 39 149490
32 23 62812
12 1 68215
19 16 104635
24 12 101147
32 25 150186
38 23 86116
6 24 175307
37 17 95681
40 5 73518
37 13 21274
39 38 166076
34 16 111423
27 18 70047
16 35 293088
15 20 83900
12 7 55649
27 25 167606
12 29 82248
22 28 184641
39 3 257579
40 13 63402
9 31 135462
34 26 90840
26 21 171632
22 24 136743
18 13 65271
38 10 100759
33 30 90490
21 33 78349
31 19 131510
26 4 62520
37 19 30276
20 36 163452
7 22 182801
18 1 75661
10 37 73447
35 37 229705
13 28 115314
32 35 233713
13 15 116065
14 24 82400
35 28 245170
7 11 239313
21 14 124384
29 38 29629
13 30 43601
8 32 65842
12 9 58241
23 6 134944
11 18 159366
20 16 189791
11 1 143301
24 27 102730
29 25 143861
27 7 144053
14 11 139991
4 5 54444
30 25 129176
23 31 137980
33 11 226519
35 8 253209
8 34 68554
30 9 10606
29 31 119821
5 6 150586
27 6 135299
12 38 92505
22 33 170007
17 36 123329
15 7 120789
17 34 96724
8 31 140275
5 21 66705
34 7 134670
38 18 71309
40 38 67773
18 32 48005
24 30 78438
16 37 117322
21 17 185760
14 23 84573
7 1 123864
29 10 71130
31 14 142126
21 3 214807
35 38 253619
26 17 127131
29 27 68107
1 26 80034
15 37 94791
7 29 137897
18 12 115934
31 6 235033
32 33 116825
34 30 31386
12 6 146843
26 15 53321
40 8 59308
40 26 81594
14 9 14568
20 2 118272
16 24 151493
25 15 115226
35 4 216962
12 20 149040
30 19 6654
29 14 36622
24 4 79165
15 19 107025
3 29 122028
9 37 26324
31 4 138891
18 24 91583
18 3 80348
13 22 116509
14 22 83479
9 26 70060
34 37 15360
33 7 196113
27 3 132815
27 32 64765
5 30 53717
10 25 136570
23 15 99797
13 16 138596
25 7 134851
28 1 125704
33 17 155828
14 25 133138
39 32 142772
37 4 29616
2 9 151476
33 34 121876
20 31 194607
15 27 61941
7 13 149224
13 27 82031
15 14 104333
13 21 164023
19 10 85681
14 5 57679
24 15 83477
18 20 33106
5 1 74297
15 3 113562
40 30 19801
31 18 161501
20 32 81111
40 12 69775
39 28 228170
11 23 174173
12 25 79202
1 2 161450
25 4 129903
23 13 80078
1 30 20580
38 6 144841
1 21 141002
7 26 67468
25 18
11 7 633990
22 18 629158
7 8 566829
13 6 849137
16 21 825807
22 5 118246
2 14 627425
14 19 290339
20 12 220113
1 7 993292
17 5 603404
1 8 865900
9 2 722308
4 1 512292
25 9 448259
3 6 504568
8 6 143282
14 18 612260
36 590
4 32 167221
33 18 80762
12 19 111169
35 34 42396
30 28 173420
22 14 79861
25 26 45014
9 27 48944
36 35 162164
22 26 87148
31 9 79780
14 5 80191
35 7 108426
36 13 210407
5 2 117553
17 27 130072
31 6 104439
31 29 97976
26 8 60921
32 19 116371
12 27 112640
6 9 61377
34 36 122909
15 33 76773
26 14 7287
28 23 143380
27 20 86800
6 18 67772
11 7 136890
35 16 188477
31 7 137793
35 32 108002
36 25 120429
22 5 160052
14 33 68042
4 6 33925
13 19 127740
19 8 53671
26 11 69833
1 10 169243
30 22 113811
3 7 129119
20 10 158611
27 36 136102
3 24 96212
26 4 63989
10 9 187183
18 25 96503
6 22 25952
36 6 80685
31 10 193889
18 8 109554
7 5 167454
6 19 53946
4 20 65308
13 8 181411
29 1 64105
32 29 155888
15 16 118829
33 1 98507
32 1 146799
24 4 112086
16 10 240084
12 34 66652
5 3 134966
14 30 124583
12 11 83045
33 3 89078
36 11 54863
12 29 98470
36 28 95348
11 33 81307
31 8 65025
27 5 158385
15 25 61032
11 1 93011
5 15 129959
18 7 97786
3 10 151137
14 19 37
21 4 115622
19 29 86622
36 1 58330
5 31 130721
25 23 93738
1 21 94400
5 4 136893
14 29 86585
7 2 111706
2 10 154361
2 31 48753
33 10 89891
27 35 135863
31 1 33871
33 27 146236
9 18 102382
1 25 82766
2 4 94064
8 14 53634
26 30 131870
20 35 107004
3 35 99530
12 14 111132
11 21 55875
5 11 142737
25 28 119784
29 25 122661
7 17 139141
33 8 105451
28 6 121392
19 17 51915
30 9 149236
23 22 82161
16 9 150551
10 17 106055
13 1 152077
27 34 98833
11 18 93594
12 30 145082
18 23 2765
8 23 112319
2 16 106423
16 19 143822
28 22 147344
36 22 106637
20 32 124940
36 5 168986
18 22 84926
36 3 62634
2 3 74925
35 31 142282
11 3 7771
31 4 107232
12 10 75863
13 34 121588
11 13 190323
35 30 136339
20 33 76648
34 14 73214
22 33 133081
3 31 105305
31 14 50530
8 20 45028
34 25 96421
25 11 65566
16 7 218129
12 35 24256
31 25 88257
13 33 195819
16 18 146163
16 31 155176
28 29 101123
30 18 155631
24 25 80584
17 4 108580
2 34 93364
3 13 182552
12 15 139313
32 9 145584
28 15 64306
22 15 129629
17 1 82343
14 4 56702
29 21 128741
20 31 59136
4 19 56665
8 21 95790
8 9 82884
24 16 161918
13 30 252360
11 34 93512
34 28 140697
20 15 41162
20 21 108274
19 3 54812
6 27 55417
10 24 78166
32 8 169968
4 36 114610
29 13 211870
20 30 115977
21 14 116880
4 27 21492
22 29 166446
21 36 110738
16 11 149439
27 14 78194
12 16 180840
32 23 68296
14 13 127777
27 8 131828
30 5 204227
11 10 158908
16 28 158323
32 28 150998
34 1 103679
2 13 165139
24 22 95315
25 5 112081
11 15 95102
25 33 15741
20 5 88797
10 28 206261
21 23 146704
15 3 87331
30 17 114219
31 27 128724
28 12 178615
7 9 116439
16 34 146081
12 1 141597
36 8 65909
12 21 138920
2 35 127463
17 13 179655
36 18 122991
13 4 184405
7 24 81867
10 27 187470
23 14 75897
19 15 49805
20 16 135179
16 32 80475
19 2 37399
9 28 96659
24 28 156534
7 26 94550
32 30 168084
33 9 97292
10 19 157970
15 18 105688
10 34 94003
29 17 123084
6 16 123617
27 16 144591
7 19 87226
34 24 15837
8 24 107396
9 14 29250
17 28 119361
16 25 166245
2 32 153696
10 7 160033
9 19 29213
5 23 101258
24 21 159858
1 2 14882
14 16 143785
6 23 65007
27 19 78157
27 28 145603
25 8 89710
16 33 150504
33 29 138402
21 15 67112
26 13 135064
21 34 149387
9 1 59641
33 5 106172
1 6 84374
27 18 98915
2 36 73212
20 9 37856
20 1 39097
31 17 87834
11 14 62546
19 34 73251
24 30 162898
25 35 54025
6 14 53909
10 30 187946
23 7 95021
33 30 98055
1 5 110656
11 28 130029
23 9 105147
6 34 67690
21 35 163176
2 12 147693
36 26 96082
12 13 188240
14 35 106326
26 31 43243
22 3 44003
30 2 137011
24 13 137425
32 10 159609
17 16 166668
35 28 173809
1 27 108585
11 32 151336
17 33 16164
29 3 124173
34 32 65606
4 25 109003
28 4 124111
23 19 75934
35 17 54448
33 36 136170
20 12 119738
10 23 91320
21 25 119415
9 11 87199
26 10 150646
13 9 156953
19 20 8643
2 18 93282
4 34 101615
14 17 51878
22 4 59877
11 20 53940
35 9 135576
25 27 130495
17 11 65989
12 36 137908
21 18 149469
17 25 423
22 21 107076
25 32 85770
17 36 120852
28 1 37018
6 7 141172
27 23 96150
27 7 165383
14 18 73132
26 35 99039
21 17 118992
6 29 140494
14 2 37362
32 13 187194
8 29 32951
24 11 103988
