Case #1: 1000
4 8 54455
35 3 60956
41 7 119619
8 13 85816
20 13 104305
42 14 76118
23 31 87292
9 4 9008
43 7 23076
3 32 64831
29 28 94868
30 7 105529
5 3 132285
18 29 108610
34 18 99173
6 11 51071
1 43 128173
25 18 51505
3 17 114396
1 2 141934
26 28 179987
25 17 109075
41 33 119282
29 45 129674
12 10 71487
26 10 106599
46 43 90715
18 37 99930
44 1 112311
29 2 69952
41 20 139665
41 24 120204
46 12 106288
43 4 98925
22 35 59756
35 27 80980
21 10 120788
17 18 156292
5 32 84673
28 2 80305
37 22 13806
30 38 145053
32 6 74527
39 37 20290
2 15 111295
13 11 31518
39 8 49123
35 5 127710
42 33 132099
27 2 57223
36 18 93721
23 36 50762
31 40 75322
21 1 138243
42 39 93606
44 39 170830
29 8 133101
43 24 47734
10 39 80770
15 38 128269
13 24 98320
40 30 134151
37 38 110511
43 37 36044
18 9 83615
33 34 58585
8 44 166109
21 8 105168
35 14 92676
22 25 56735
43 25 34497
10 23 51099
13 16 99859
37 6 58793
35 6 70652
41 26 158791
1 17 138781
46 42 127117
43 21 59430
34 17 174796
7 1 128705
33 39 79073
17 24 126825
38 1 122290
20 18 111725
29 7 106789
6 29 148270
17 19 59570
1 14 138855
35 19 113010
29 30 70698
33 16 100755
34 29 85678
29 46 125501
9 29 101236
40 27 94029
37 32 30525
36 44 132964
37 7 59120
13 7 117007
7 35 105070
5 10 114628
29 32 73743
33 10 93387
11 8 54298
14 17 146116
11 40 32630
43 14 66368
41 14 113352
46 25 77354
32 14 49639
32 41 91024
31 32 66148
3 14 92809
1 46 94062
8 47 61762
40 19 165221
45 22 95721
3 39 71294
8 10 60797
3 4 35834
27 30 86555
17 45 208917
13 32 54974
42 26 146765
41 43 96543
4 45 172408
16 23 20023
6 15 40060
44 6 162882
10 15 78238
38 41 171010
17 37 127002
3 15 30364
9 46 114519
1 37 119741
42 36 113985
45 36 150196
6 14 96810
46 20 105533
24 11 66802
12 45 136914
43 34 105475
36 47 154446
36 33 111257
25 9 112558
34 19 157826
29 35 109364
3 11 41375
41 6 119292
5 29 158416
19 47 119229
2 17 149195
41 3 128988
43 22 22238
12 31 107680
9 3 44842
45 8 127750
38 33 143418
12 47 86270
40 25 81682
26 45 182976
11 21 114289
47 13 56279
18 15 11532
17 43 135434
32 39 50815
18 39 113190
27 46 89701
9 21 80076
39 34 125373
24 36 124447
6 33 79549
31 21 147843
39 38 130801
22 11 40175
10 28 119192
7 19 153742
32 10 29955
9 20 46795
33 7 117903
5 30 160775
6 23 108669
40 14 105725
13 22 71693
33 32 89308
36 22 98951
19 46 160893
41 15 148897
12 21 111005
7 39 79410
8 1 116263
17 42 171836
17 36 151291
15 36 105253
3 40 74005
12 5 117684
46 38 84832
43 38 118943
35 10 13082
47 33 91656
39 6 79083
27 47 82874
8 6 87626
21 35 133870
28 17 145415
12 32 62070
46 6 79373
30 9 94662
41 42 62720
22 10 46674
2 8 68028
4 18 74607
18 14 73977
23 24 73685
34 2 98529
41 47 150791
11 42 98815
42 29 93463
35 30 108104
1 32 89216
34 46 130077
1 39 140031
2 23 39712
26 15 35023
11 23 57598
29 21 143143
11 38 56530
45 9 163400
5 18 113453
23 20 57217
30 3 139504
35 18 102852
4 11 77209
20 21 37058
27 41 67917
15 7 120610
9 37 89525
26 18 23491
20 10 83730
5 7 113268
4 46 105511
7 23 49027
28 27 121476
17 11 73021
32 26 108132
13 19 164109
43 33 94827
22 2 35999
25 20 65763
12 44 119682
21 18 99051
31 45 178588
33 29 144263
40 20 109861
26 44 165744
19 27 158497
6 25 100123
38 47 119708
27 45 115958
18 44 142253
16 9 83989
42 8 44517
18 1 136415
36 11 91268
1 33 95827
32 4 100665
13 28 157209
46 11 28302
30 22 103810
35 23 64181
36 35 97851
38 17 16491
24 26 121098
27 39 27708
14 46 101397
41 12 153094
22 6 72599
39 9 109815
39 24 103187
17 31 102715
32 18 84641
28 1 191451
11 7 85489
21 41 136056
7 8 87953
16 34 99547
43 31 105105
20 29 126835
19 25 108712
9 28 174653
40 13 64148
29 14 122559
26 8 127125
6 12 74163
3 42 128082
17 8 127319
21 6 103969
8 38 110828
19 30 213119
4 15 63075
38 7 142019
11 9 86217
47 10 69677
6 18 51592
16 21 53502
32 17 96477
15 39 101658
11 37 53981
3 37 68489
39 43 56334
47 9 66645
39 25 90831
27 31 70981
39 41 80789
35 2 95755
41 23 122494
32 38 79986
45 37 108540
1 31 108452
13 4 108727
28 46 153993
20 32 82079
27 43 43462
14 45 112329
4 23 113020
21 40 146919
32 36 114724
21 34 95634
1 34 86374
30 14 121299
28 35 132274
13 21 141363
28 21 153496
10 43 68912
35 37 73562
24 32 52372
12 18 22571
10 9 92716
16 7 29004
7 24 70810
38 23 101130
22 5 67954
42 6 132109
41 18 160429
11 27 61399
31 4 91213
25 36 42216
47 45 164631
14 10 79594
33 25 129324
44 43 114496
8 27 36251
20 31 119923
Case #5: 119
9 10 75120
9 8 69888
23 7 119325
23 10 177039
10 26 116146
6 11 208469
18 3 204184
29 15 282488
25 24 96058
29 20 289656
4 7 333212
13 5 79647
13 20 95628
29 19 278047
14 7 246771
28 21 229384
3 28 187106
20 15 212304
29 25 269467
2 21 302325
19 10 173247
6 12 10370
26 4 223209
8 4 252071
27 21 225400
25 28 94928
20 5 60623
18 14 156107
25 21 243342
16 24 178886
10 11 277368
29 7 325210
4 15 358618
4 10 339355
9 22 136000
18 10 144754
24 1 177887
24 15 251107
15 13 170512
21 16 231688
18 25 54443
17 26 107462
9 11 202248
15 3 376362
8 27 128129
26 20 68710
2 4 452202
30 10 249012
6 23 50972
16 15 214967
20 24 119055
16 20 140083
2 1 336693
3 9 273794
12 23 61342
10 3 318845
30 25 323161
30 21 380795
15 9 102568
22 18 66390
7 24 230563
17 19 163716
5 15 215977
4 24 330722
9 2 270019
5 2 204554
7 1 252488
15 26 143594
6 4 270456
30 29 144216
24 21 267828
28 10 185215
8 19 28239
20 6 58789
1 14 266624
9 24 148539
14 9 168549
17 11 244457
30 9 281160
3 6 222847
12 9 98643
13 7 146166
17 24 214975
11 7 214546
14 24 235036
2 16 300366
12 18 29033
24 29 293953
7 21 279583
18 13 55502
24 8 136375
14 10 243669
6 28 59148
11 23 222115
6 29 233687
24 6 60266
26 23 60893
4 5 266693
19 28 116390
24 2 279338
16 28 140442
2 26 228993
29 1 116066
29 8 249808
20 25 94569
22 1 165348
2 3 189389
29 5 258691
15 8 172456
5 19 71760
2 22 266799
12 24 70636
1 15 282695
20 22 106516
2 28 159924
17 13 134380
14 21 234002
1 13 166019
11 1 248032
Case #6: 109
29 33 249449
33 35 188417
41 22 197970
41 36 220043
40 17 253599
27 4 301789
41 30 287191
8 29 382797
31 24 97804
27 15 242778
13 39 304136
26 36 175820
38 7 347215
7 31 362465
25 16 344101
11 19 327863
29 17 248250
41 3 300307
13 23 432189
39 6 350911
5 21 187117
20 5 117703
27 14 30665
40 29 311871
2 12 407824
3 7 363123
14 5 139160
5 8 238100
13 22 374579
36 21 220251
34 36 204453
22 12 182015
40 37 331523
4 18 511257
10 11 395821
6 31 253408
39 34 258894
13 43 497491
23 22 282487
20 21 79340
39 40 246559
30 35 330213
28 16 248830
26 14 131124
35 42 171079
33 28 48620
16 14 168589
15 1 305568
2 25 372379
5 28 21210
4 11 534113
44 42 457219
6 29 406011
40 43 326211
32 2 261863
34 33 267047
25 12 220862
22 6 386398
21 30 329819
10 15 129264
33 6 367054
22 25 184771
8 27 129605
31 32 130201
12 31 153694
20 37 177218
36 1 208015
8 7 360518
13 36 389923
5 44 379933
18 31 386627
28 24 118551
40 32 289469
16 35 296012
30 5 142702
18 11 22856
40 23 460195
23 35 375698
24 19 156739
36 29 177831
34 6 432633
40 19 253304
35 13 421029
43 28 187690
14 21 326277
27 31 221235
28 39 31443
39 8 282960
43 25 99775
27 11 482266
11 21 326194
29 19 239017
13 31 346258
30 9 458531
35 17 170418
2 15 361628
32 30 156500
27 34 279814
38 44 440143
17 8 446487
26 28 230164
27 36 75361
31 34 179225
33 1 303186
11 35 471710
21 26 383255
3 25 67826
43 39 219133
36 20 150837
Case #7: 405
33 36 164471
26 32 88128
38 8 85140
2 6 150527
23 36 32179
40 18 94141
7 2 169818
37 8 69850
29 30 32660
27 12 88404
6 4 96142
38 20 104415
36 4 74708
38 31 90192
3 22 214946
17 16 96990
16 14 104282
26 2 125988
34 24 91217
8 7 66116
32 34 19368
31 26 141627
3 1 156009
22 30 79517
9 13 47598
22 21 199939
2 35 287025
5 29 83394
23 1 79979
25 34 140279
5 20 118440
36 15 89147
34 40 51187
34 4 32113
1 17 85918
39 11 254133
33 6 187359
32 6 121750
37 21 150765
18 7 171583
15 34 105517
6 28 219798
12 21 159813
4 11 136756
9 11 133327
39 29 136447
15 1 93687
38 2 188842
34 13 36634
11 15 210160
39 40 166305
14 26 65755
4 18 73613
11 2 276899
1 9 9974
5 28 175117
39 27 184934
19 39 153158
22 37 95235
36 18 130346
3 6 221557
7 5 159340
3 16 216421
1 19 13926
6 39 243373
5 39 200221
38 16 94837
11 34 104643
19 3 149987
22 18 134598
1 13 57572
28 31 211544
32 12 76309
10 33 169517
33 15 189311
28 23 148210
25 19 133491
5 37 84060
32 2 169544
19 21 127076
16 36 26339
36 32 94991
3 11 239714
40 6 116670
40 10 98828
10 20 62556
30 16 100320
36 14 77943
10 3 92218
8 3 174732
21 27 81992
22 1 78885
21 24 184722
18 23 98167
20 21 185145
24 1 57858
10 32 77455
35 6 313104
40 3 174489
19 20 102745
37 39 138764
38 27 86402
37 14 34305
27 28 159830
5 17 119055
30 26 61793
21 35 204094
35 40 236036
3 24 121996
14 27 42392
34 12 79021
22 25 206354
37 7 135966
12 3 178702
34 19 24732
35 3 215995
16 12 50346
39 14 150466
27 22 117947
32 11 124011
5 11 189746
30 18 74340
4 10 79754
4 22 80244
9 8 47774
14 3 158650
20 34 87829
20 7 204689
29 37 2317
3 30 154688
19 24 71784
24 8 111614
23 3 178515
10 35 156258
7 9 113890
17 28 189721
36 29 88666
1 34 38658
24 37 80491
17 24 143776
7 38 148154
14 10 82989
3 38 151657
40 33 110291
3 32 128353
34 27 69816
13 24 101765
31 21 232507
34 14 35348
23 7 111835
39 12 196478
33 4 91217
24 11 195860
16 6 193462
6 10 174959
1 29 33981
16 22 177498
8 33 129997
26 18 104115
17 14 61376
26 10 74665
37 25 146178
18 29 41680
3 34 135071
6 19 103523
8 30 39507
16 4 101047
36 28 180389
17 27 103768
14 2 147171
7 31 185457
31 32 126146
32 21 146757
31 22 204373
12 23 56186
14 8 43469
27 5 15287
7 16 105995
28 11 209409
12 33 140464
19 4 7381
17 8 104845
4 14 4689
1 6 117449
17 40 45537
14 12 53936
8 4 40234
31 12 129808
35 23 277399
34 22 97595
40 27 58231
15 12 65140
18 33 164830
11 10 188816
1 4 21307
10 22 158544
5 2 196926
18 39 177231
35 12 242742
38 4 48699
16 21 192078
21 9 131028
16 31 79462
38 11 121229
20 9 98793
13 2 186810
6 20 178615
31 30 138164
15 39 228025
33 23 171101
37 28 94040
10 13 94721
23 30 80611
11 16 213887
17 25 178524
12 30 49974
15 21 143933
28 32 98048
38 14 51934
36 19 78296
29 32 6325
35 13 250979
30 27 38430
18 8 113461
28 30 124383
21 2 253048
16 28 206728
4 23 81338
33 27 128920
5 26 113331
4 15 101098
39 10 206681
25 2 193371
29 6 128075
24 23 134661
31 39 232263
34 29 13043
40 31 157965
30 17 65338
8 13 83108
31 17 176452
6 17 162207
22 6 176386
9 4 11333
31 33 228654
34 39 149490
32 23 62812
12 1 68215
19 16 104635
24 12 101147
32 25 150186
38 23 86116
6 24 175307
37 17 95681
40 5 73518
37 13 21274
39 38 166076
34 16 111423
27 18 70047
16 35 293088
15 20 83900
12 7 55649
27 25 167606
12 29 82248
22 28 184641
39 3 257579
40 13 63402
9 31 135462
34 26 90840
26 21 171632
22 24 136743
18 13 65271
38 10 100759
33 30 90490
21 33 78349
31 19 131510
26 4 62520
37 19 30276
20 36 163452
7 22 182801
18 1 75661
10 37 73447
35 37 229705
13 28 115314
32 35 233713
13 15 116065
14 24 82400
35 28 245170
7 11 239313
21 14 124384
29 38 29629
13 30 43601
8 32 65842
12 9 58241
23 6 134944
11 18 159366
20 16 189791
11 1 143301
24 27 102730
29 25 143861
27 7 144053
14 11 139991
4 5 54444
30 25 129176
23 31 137980
33 11 226519
35 8 253209
8 34 68554
30 9 10606
29 31 119821
5 6 150586
27 6 135299
12 38 92505
22 33 170007
17 36 123329
15 7 120789
17 34 96724
8 31 140275
5 21 66705
34 7 134670
38 18 71309
40 38 67773
18 32 48005
24 30 78438
16 37 117322
21 17 185760
14 23 84573
7 1 123864
29 10 71130
31 14 142126
21 3 214807
35 38 253619
26 17 127131
29 27 68107
1 26 80034
15 37 94791
7 29 137897
18 12 115934
31 6 235033
32 33 116825
34 30 31386
12 6 146843
26 15 53321
40 8 59308
40 26 81594
14 9 14568
20 2 118272
16 24 151493
25 15 115226
35 4 216962
12 20 149040
30 19 6654
29 14 36622
24 4 79165
15 19 107025
3 29 122028
9 37 26324
31 4 138891
18 24 91583
18 3 80348
13 22 116509
14 22 83479
9 26 70060
34 37 15360
33 7 196113
27 3 132815
27 32 64765
5 30 53717
10 25 136570
23 15 99797
13 16 138596
25 7 134851
28 1 125704
33 17 155828
14 25 133138
39 32 142772
37 4 29616
2 9 151476
33 34 121876
20 31 194607
15 27 61941
7 13 149224
13 27 82031
15 14 104333
13 21 164023
19 10 85681
14 5 57679
24 15 83477
18 20 33106
5 1 74297
15 3 113562
40 30 19801
31 18 161501
20 32 81111
40 12 69775
39 28 228170
11 23 174173
12 25 79202
1 2 161450
25 4 129903
23 13 80078
1 30 20580
38 6 144841
1 21 141002
7 26 67468
Case #8: 18
11 7 633990
22 18 629158
7 8 566829
13 6 849137
16 21 825807
22 5 118246
2 14 627425
14 19 290339
20 12 220113
1 7 993292
17 5 603404
1 8 865900
9 2 722308
4 1 512292
25 9 448259
3 6 504568
8 6 143282
14 18 612260
Case #9: Impossible
Case #10: 31
10 3 599962
5 6 664033
7 10 237612
10 4 651123
7 2 178787
5 1 389554
9 8 201333
7 8 147187
4 7 888735
2 5 724694
12 8 618668
9 2 188535
11 10 42918
10 2 144153
5 4 20493
6 11 76321
9 5 589176
2 4 745187
11 9 1464
11 1 643546
1 7 672575
4 1 369061
9 4 609669
1 6 634031
1 3 528546
4 11 608205
4 6 684526
3 7 645081
2 12 507094
11 12 583379
12 7 685881
Case #11: 424
38 19 46796
9 42 34131
21 35 15420
7 24 96720
39 15 23532
7 17 18733
33 14 89884
30 4 90534
6 21 54574
10 44 53161
16 35 160005
21 37 112966
2 31 220610
24 44 137041
34 10 32601
6 17 85873
3 21 153712
26 23 121089
22 41 160707
30 2 161756
30 24 155408
27 33 158182
25 13 270110
23 32 172275
25 37 156399
16 42 136041
24 31 217963
35 34 52753
21 28 86898
8 15 94559
37 32 126682
44 4 91852
19 36 86812
22 25 200688
1 24 103811
39 30 79758
26 17 43685
16 21 175425
36 32 88679
27 40 90431
1 5 57941
39 24 109859
2 42 101340
6 39 73123
38 42 61975
30 27 170138
35 24 104032
42 25 95198
3 39 115297
21 36 84206
3 29 198655
39 8 71027
31 5 201132
37 1 91669
20 35 42147
41 43 86186
40 37 159178
43 6 40661
38 1 67480
13 21 277329
6 3 169019
8 38 67381
5 10 77872
12 20 58131
3 1 132415
7 3 102158
38 33 134180
22 27 220652
6 2 94906
44 22 155023
23 38 59389
17 10 68921
33 4 85460
38 25 134067
41 2 140431
34 26 47711
40 36 129429
12 38 7285
39 33 110096
13 40 281143
27 41 106082
20 15 61055
24 9 92575
42 36 23198
20 8 86081
13 33 178156
43 13 261900
42 19 63614
6 18 69402
21 24 119452
13 10 241757
29 21 87377
6 7 67140
6 44 72163
20 26 53145
41 38 51819
17 40 134948
23 13 219826
8 44 67924
44 25 97521
31 4 146684
20 7 28193
9 25 96373
32 14 61214
31 16 32234
32 44 67804
19 33 128937
32 27 49681
40 44 94778
36 28 70712
14 3 155599
9 23 108188
20 37 89605
18 34 83001
5 29 129677
9 43 30354
41 44 97954
6 36 65586
1 22 176368
35 9 28847
22 20 174317
44 19 92913
43 29 73464
26 18 101179
28 2 108514
36 17 66683
44 33 134733
17 16 167485
2 3 185371
37 6 128552
1 9 28626
19 25 101234
44 21 48566
10 12 64779
43 4 60350
15 12 80701
16 27 156175
1 42 5505
6 25 80008
11 16 189501
27 44 117485
41 31 169782
33 40 168415
42 12 54690
18 21 51327
26 11 65701
6 1 38933
36 31 156627
3 10 152346
41 32 98151
43 28 54269
15 38 73416
36 37 109362
20 23 110235
3 15 138829
37 42 86164
31 19 174311
42 41 39826
37 26 86364
27 17 82698
8 32 130206
29 41 111571
42 43 47095
25 39 84183
18 10 50400
29 2 127709
11 7 67027
25 35 107830
19 15 94255
28 39 78249
4 17 56740
14 18 53653
29 17 115230
15 23 132805
29 42 71745
9 44 61856
24 5 87183
43 8 93904
26 12 68982
13 7 247286
19 24 113302
27 31 188409
40 24 155919
19 37 110635
38 10 57494
36 24 130464
17 9 77616
18 8 65163
9 34 41296
14 42 28689
41 9 73222
25 8 155210
2 21 111476
4 1 18760
29 4 58490
27 42 92859
44 28 85771
43 15 60719
7 26 24952
32 38 113939
2 26 126683
26 40 125153
4 8 95895
21 43 57231
9 37 112656
11 41 55823
29 7 96497
23 44 105524
33 23 178999
12 29 116584
36 43 66351
12 40 146563
4 19 76869
42 17 43485
29 38 109299
21 26 86351
16 4 149296
39 20 41332
19 9 76121
44 11 42131
14 15 42329
4 13 244923
4 10 38691
43 26 72438
26 22 170585
16 8 206640
4 20 16696
38 9 48799
43 30 107511
6 4 55643
1 10 19931
29 11 113303
34 22 190491
7 4 38007
21 11 90697
12 7 70308
13 32 240393
22 8 176269
22 3 213491
3 43 131126
15 44 92221
8 9 116180
14 9 11948
20 17 46926
27 13 290074
20 24 103825
29 30 119635
8 17 76621
38 21 93066
4 11 79234
18 44 2761
38 16 185500
3 18 102385
17 38 81756
16 20 132600
4 9 47386
25 40 70467
10 42 25436
42 23 106794
36 14 51887
9 20 30690
35 5 98024
34 7 53541
22 9 157687
39 5 88235
1 19 62237
21 32 93500
3 17 120891
7 40 130983
29 18 102205
9 21 44267
36 10 48634
39 22 158772
22 29 218187
23 37 86809
31 17 192181
17 30 111630
27 18 114724
1 7 30257
18 38 48896
16 7 148752
30 8 97255
44 7 103349
37 28 133678
6 33 105633
6 28 32324
30 16 213320
23 2 150445
1 43 41590
8 2 148149
24 28 97202
43 20 43654
10 32 57961
4 28 60769
32 25 29717
27 36 116057
19 20 60173
42 26 49704
19 30 76652
33 26 121909
17 25 102662
34 43 54260
32 29 109766
16 26 123800
20 6 38947
38 31 184810
10 31 144706
1 27 91507
40 39 136966
38 27 142197
37 39 74551
4 35 58843
39 13 234147
16 12 190731
20 13 235109
22 5 147239
38 37 63857
27 24 84869
19 10 67426
38 14 60747
3 38 104603
30 15 103290
39 18 98780
30 40 169152
42 32 65481
27 14 81450
13 34 241151
7 36 47950
28 23 154308
23 40 198667
11 20 69420
18 7 100588
44 13 230398
26 24 121672
37 29 157909
11 5 34347
6 9 27697
20 41 43267
14 43 24912
7 28 72266
42 6 42388
11 43 73633
23 5 97740
1 32 64104
30 31 214684
42 28 47514
44 29 104966
2 15 114964
13 41 236082
11 15 77420
35 44 33146
11 42 65979
26 14 54032
8 40 162702
16 44 174298
37 22 172745
32 17 94198
25 7 97322
40 43 77052
42 13 231668
40 5 153108
16 14 136600
11 35 75277
41 16 137548
30 38 29874
20 25 91757
40 4 119486
14 31 147959
7 31 173448
11 17 85760
13 31 101665
22 35 186534
35 12 84931
33 5 124641
16 3 227712
33 1 66700
12 4 67945
6 24 64878
34 15 59430
26 30 91571
23 3 46063
19 18 95674
32 19 71517
14 21 38825
2 22 234842
10 20 21995
23 22 168277
33 7 96957
11 37 67861
4 5 76701
18 20 72395
19 7 88366
11 8 71385
13 2 306841
38 24 125534
42 40 106231
9 16 148548
6 11 80500
3 41 117232
19 35 87578
1 25 93821
4 21 74263
20 21 57567
27 29 136508
8 23 90333
4 36 9943
3 35 138292
23 21 152455
37 43 90380
38 34 81603
39 12 57169
41 35 84679
1 21 55503
13 24 309797
19 43 89085
1 15 58991
4 38 75230
15 9 47755
7 21 85760
16 39 135613
2 12 139167
44 3 105146
29 8 154385
3 30 120756
Case #12: 208
11 23 261762
10 11 252712
21 10 89549
3 4 240140
4 21 170996
24 23 262417
11 19 396529
33 11 408157
32 10 181317
22 20 215689
20 6 240012
29 23 159958
9 10 212724
26 24 296241
12 18 200364
8 9 195954
4 7 10287
26 18 188706
23 27 94741
20 2 126398
15 33 261099
28 24 276942
27 1 269601
16 15 365369
24 14 327035
18 17 294392
23 28 110098
20 23 43833
3 21 284139
20 15 154149
3 8 85134
5 8 183499
23 17 237217
28 18 167273
3 28 242057
12 31 265328
29 5 165939
18 8 199573
2 19 215213
31 24 316752
22 23 221205
15 32 205837
7 1 266448
17 21 153767
14 25 224112
14 9 272218
18 10 66225
4 5 338505
2 24 344982
23 7 97894
21 26 194346
33 8 224796
4 11 246251
11 6 384776
26 1 232811
16 6 356337
9 4 132561
6 22 263353
18 9 278949
17 25 179066
8 14 207016
23 5 284373
3 23 227532
22 14 271649
2 8 224963
31 11 421034
2 1 339892
27 22 126464
4 16 311246
27 6 151965
23 15 197982
22 13 128341
20 10 34783
33 3 139662
5 6 312655
28 13 204320
1 8 388202
13 14 227157
6 21 303722
5 11 511275
2 26 229291
7 17 273808
8 31 124245
30 27 77311
18 20 101008
18 7 155069
33 18 200743
14 20 108451
32 2 227493
24 19 136888
21 12 275255
8 13 217271
30 21 81169
13 6 340843
9 23 221774
6 9 263922
3 14 292150
24 30 244987
2 23 170231
12 2 226462
15 24 312902
28 15 212507
5 16 452223
18 6 299361
14 7 202435
34 11 284363
31 16 369219
8 30 124968
27 19 201222
17 16 112682
10 15 188932
33 28 192567
20 8 98565
27 21 158480
27 29 186006
20 29 116125
12 25 109497
16 26 334596
17 9 227172
13 25 175878
5 13 389087
31 6 353937
11 2 193017
1 33 163406
32 27 230665
32 17 46850
22 16 310966
31 33 264949
4 8 155006
18 21 155774
11 14 372387
22 3 164336
25 10 183586
28 20 85614
4 30 90751
30 29 142528
34 9 202630
26 20 107047
10 5 275323
25 29 225362
34 8 84937
34 30 40031
33 20 168062
8 28 156923
31 27 208278
31 29 106685
18 30 74605
9 7 130186
14 17 347842
6 2 333151
8 24 289893
32 12 280165
28 17 265438
18 23 57175
20 12 167683
29 1 370642
33 34 154434
34 6 229168
11 8 369300
17 11 389842
20 30 26403
25 15 295045
33 21 275634
15 14 262600
5 1 401433
21 8 206137
26 15 233940
30 26 114101
27 11 232811
9 30 204344
15 4 210590
22 30 203775
9 5 263270
28 6 161016
18 15 255157
8 22 195385
33 5 238027
23 10 9050
23 6 242186
23 12 211516
20 7 93984
9 31 285079
10 13 153489
24 17 414202
29 24 307453
1 18 271755
7 30 80464
33 27 204090
21 19 286504
23 4 108181
6 33 106698
34 2 140026
9 21 285513
27 4 13440
31 3 165477
26 22 108642
28 4 1917
21 1 391825
10 19 213715
13 11 185325
14 21 209224
22 18 278380
2 10 161181
31 4 206740
11 26 269601
31 20 150299
2 33 226453
2 17 274343
Case #13: 4
3 5 43575
1 6 323454
5 6 104272
1 2 746019
Case #14: 63
6 40 463787
40 1 202271
34 11 290553
29 5 566524
12 4 539159
4 33 281419
9 27 607103
20 35 155118
14 16 474393
14 21 476732
5 23 475569
31 14 440853
23 36 256652
39 1 461491
7 11 324023
4 5 681240
26 3 437991
20 31 732018
16 27 724938
16 20 791072
35 40 343137
34 28 210956
29 3 534881
22 31 673161
30 29 374326
28 17 799301
20 21 552445
4 39 373621
9 30 181154
40 8 804451
40 4 425939
13 14 171813
40 37 444106
1 37 564292
23 1 361968
30 1 400294
23 27 556949
5 1 632596
27 39 656472
12 8 987453
34 12 252230
24 12 445892
28 3 642275
31 34 575452
30 3 667809
10 26 195701
23 39 327991
18 24 357082
